,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,target
T1060s3TS460_2,0.36824,0.503961,0.432,0.344,0.625,0.69838,0.5627,0.4370,0.4895315,0.4121666,0.610,0.441,0.391,0.7833138,0.45,0.316559,460s,63.41,100.0,287.0,,0.39,40.65,20.21,33.06,3.714,4.856,123.0,0.0,65.04,85.37,86.18,63.327,2.06,6.68,11.1,113.0,2.7,3.11,0.5,69.92,0.58,0.68,0.93,0.34,0.87,54.6,5.33,88.9,70.91,0.71,660.4,7.39,86.65,0.33,92.5,0.0,5.8,84.06,T1060s3
T1060s3TS198_5,0.52980,0.60806,0.578,0.614,0.670,0.74392,0.6393,0.6346,0.5898012,0.4557809,0.745,0.535,0.457,0.85693014,0.509,0.530209,198s,60.98,100.0,345.0,,0.25,41.05,22.95,33.37,4.896,5.956,123.0,0.0,69.11,78.05,79.67,56.839,2.2,6.18,11.0,112.0,3.2,2.81,0.6,78.86,0.62,0.69,0.92,0.34,0.84,54.1,5.6,89.09,73.85,0.68,459.5,4.71,84.12,0.37,58.29,0.84,3.62,89.13,T1060s3
T1060s3TS435_2,0.49256,0.553566,0.485,0.554,0.677,0.75059,0.6154,0.6220,0.5439123,0.43386024,0.710,0.488,0.451,0.847894,0.503,0.457159,435s,64.02,100.0,275.0,,0.43,42.28,21.34,34.37,4.263,5.23,123.0,0.0,71.54,82.11,83.74,63.575,2.15,6.48,11.9,114.0,3.0,2.69,0.61,78.86,0.61,0.69,0.92,0.34,0.86,77.5,5.33,89.23,76.38,0.71,703.7,5.05,81.47,0.37,1.9,16.81,10.14,73.91,T1060s3
T1060s3TS435_3,0.48566,0.540701,0.507,0.443,0.704,0.74862,0.6098,0.6080,0.5486163,0.4512241,0.734,0.501,0.477,0.8509852,0.512,0.385492,435s,63.21,100.0,290.0,,0.38,41.67,22.21,34.28,4.074,5.109,123.0,0.0,70.73,82.93,83.74,61.54,2.18,6.18,11.8,114.0,2.9,2.4,0.6,80.08,0.61,0.69,0.92,0.34,0.87,48.7,5.73,89.71,76.53,0.71,687.7,4.5,81.36,0.33,0.95,12.61,10.14,76.81,T1060s3
T1060s3TS364_3,0.51481,0.546158,0.563,0.530,0.731,0.73905,0.6513,0.6203,0.5352794,0.4533282,0.733,0.520,0.468,0.8571106,0.499,0.447623,364s,62.2,100.0,315.0,,0.32,40.65,20.69,32.34,4.147,5.205,123.0,0.0,64.23,77.24,78.05,61.163,2.13,5.47,11.7,121.0,3.8,3.58,0.6,81.3,0.6,0.71,0.95,0.27,0.86,53.2,5.6,90.26,77.48,0.69,693.5,4.1,76.47,0.37,58.29,5.04,10.14,73.91,T1060s3
T1060s3TS364_1,0.51591,0.551029,0.552,0.527,0.713,0.74148,0.6258,0.6282,0.5471087,0.45202827,0.734,0.529,0.524,0.8561458,0.505,0.432258,364s,62.4,100.0,311.0,0.3,0.33,40.85,20.94,32.92,4.12,5.154,123.0,1.0,65.04,78.05,78.86,57.714,2.16,5.87,12.0,118.0,3.7,2.92,0.62,80.08,0.62,0.7,0.94,0.28,0.86,74.0,5.73,90.39,77.88,0.7,705.3,4.22,76.86,0.39,49.29,0.84,7.97,78.99,T1060s3
T1060s3TS324_3,0.49513,0.578698,0.549,0.483,0.617,0.66999,0.6506,0.6358,0.5448854,0.44167885,0.694,0.519,0.478,0.8339803,0.507,0.423861,324s,57.72,100.0,369.0,,0.05,37.4,19.78,29.7,6.261,7.285,123.0,0.0,64.23,72.36,73.98,52.609,2.27,5.87,9.7,106.0,3.2,2.04,0.58,72.36,0.62,0.66,0.85,0.44,0.8,60.8,4.89,88.85,75.74,0.64,578.7,5.85,81.32,0.36,2.84,2.52,4.35,84.78,T1060s3
T1060s3TS013_3,0.53371,0.577535,0.531,0.540,0.666,0.66135,0.6786,0.6913,0.5586666,0.44673643,0.777,0.572,0.510,0.82457364,0.524,0.504200,013s,66.06,100.0,196.0,,0.55,45.94,21.3,36.54,4.22,5.237,123.0,0.0,69.92,83.74,84.55,65.736,1.87,6.98,10.2,105.0,2.1,0.54,0.6,69.51,0.61,0.65,0.9,0.36,0.86,64.5,5.33,87.85,69.82,0.72,617.1,23.29,81.6,0.36,0.0,0.0,0.72,97.83,T1060s3
T1060s3TS238_3,0.52050,0.612821,0.654,0.617,0.731,0.78256,0.7061,0.7536,0.5744712,0.46897644,0.794,0.536,0.494,0.8502457,0.521,0.567672,238s,70.12,100.0,18.0,,0.79,49.39,27.03,42.07,3.999,4.806,123.0,0.0,75.61,85.37,86.99,71.467,1.82,6.08,12.8,118.0,3.1,2.36,0.65,85.37,0.66,0.74,0.95,0.19,0.88,52.6,5.46,92.0,80.41,0.76,750.3,4.21,,0.42,10.43,4.2,1.45,94.93,T1060s3
T1060s3TS198_2,0.51974,0.595344,0.598,0.592,0.720,0.74999,0.6334,0.6344,0.5687512,0.4585423,0.748,0.535,0.456,0.85576,0.502,0.514116,198s,62.2,100.0,315.0,,0.32,40.85,22.49,34.51,4.295,5.21,123.0,1.0,70.73,78.86,82.11,64.888,2.04,6.38,11.6,113.0,2.9,2.81,0.61,79.27,0.61,0.7,0.93,0.32,0.85,50.0,5.6,89.36,74.31,0.71,686.7,4.96,85.08,0.37,67.77,0.84,2.9,91.3,T1060s3
T1060s3TS324_1,0.52536,0.61399,0.582,0.551,0.800,0.77855,0.6824,0.7108,0.5912555,0.4587439,0.777,0.564,0.568,0.85498726,0.528,0.490785,324s,64.63,100.0,248.0,0.43,0.46,43.29,25.33,37.4,4.148,5.038,123.0,0.0,72.36,82.11,84.55,67.778,2.03,6.38,12.4,117.0,3.0,1.33,0.63,80.49,0.63,0.72,0.93,0.29,0.87,60.2,5.46,91.11,78.57,0.72,726.2,4.14,86.85,0.4,1.42,0.84,1.45,92.75,T1060s3
T1060s3TS377_1,0.51610,0.638322,0.617,0.617,0.761,0.79513,0.6814,0.7276,0.5994724,0.47923583,0.749,0.541,0.477,0.85596454,0.519,0.538604,377s,66.87,100.0,164.0,0.57,0.6,45.73,24.6,39.23,4.064,5.056,123.0,7.0,72.36,82.93,85.37,68.664,1.92,6.68,12.5,115.0,2.6,2.63,0.62,82.11,0.64,0.72,0.95,0.23,0.87,50.9,5.6,91.18,78.66,0.74,733.0,5.23,84.03,0.41,20.43,3.36,2.17,93.48,T1060s3
T1060s3TS278_5,0.29152,0.595939,0.502,0.336,0.523,0.50171,0.4918,0.4520,0.5309086,0.3934247,0.689,0.497,0.438,0.6619703,0.487,0.294259,278s,50.41,100.0,387.0,,-0.38,29.06,10.15,18.86,5.617000000000001,6.702000000000001,123.0,2.0,42.28,58.54,61.79,43.94600000000001,2.54,4.27,5.2,100.0,3.6,1.09,0.47,56.1,0.54,0.49,0.72,0.61,0.81,60.7,4.89,74.18,57.76,0.56,351.1,15.04,77.78,0.3,0.95,0.0,0.0,95.65,T1060s3
T1060s3TS222_5,0.53548,0.611154,0.585,0.606,0.707,0.74902,0.6537,0.6428,0.5855632,0.47482547,0.737,0.529,0.454,0.8577492,0.508,0.499797,222s,61.18,100.0,342.0,,0.26,40.04,24.24,34.22,4.533,5.408,123.0,13.0,64.23,77.24,80.49,59.996,2.22,5.87,11.3,112.0,3.2,2.7,0.57,78.05,0.62,0.71,0.94,0.29,0.85,60.5,5.46,89.5,74.59,0.69,668.2,5.07,,0.38,42.96,0.84,7.25,88.41,T1060s3
T1060s3TS187_2,0.55838,0.583264,0.620,0.589,0.670,0.76777,0.6546,0.6956,0.545302,0.45600247,0.745,0.531,0.474,0.8571666,0.52,0.486390,187s,66.46,100.0,175.0,,0.57,45.12,24.34,37.79,4.166,5.05,123.0,0.0,71.54,80.49,82.93,65.097,1.97,6.48,12.0,119.0,3.3,2.58,0.63,81.71,0.64,0.72,0.94,0.26,0.87,55.2,5.6,90.63,76.78,0.73,701.9,4.65,83.24,0.39,56.87,0.0,1.45,94.93,T1060s3
T1060s3TS013_5,0.45172,0.599883,0.444,0.510,0.731,0.65935,0.6926,0.6575,0.5805289,0.4477771,0.754,0.543,0.531,0.8264379,0.515,0.415832,013s,60.98,100.0,345.0,,0.25,39.63,20.69,32.71,4.427,5.424,123.0,0.0,69.11,78.86,82.93,59.149,2.02,6.68,10.3,111.0,2.6,0.8,0.58,66.26,0.62,0.64,0.89,0.43,0.85,71.2,5.46,87.25,69.9,0.7,617.9,17.8,82.8,0.37,0.0,0.0,0.72,95.65,T1060s3
T1060s3TS031_4,0.51890,0.597599,0.575,0.504,0.731,0.75248,0.6389,0.6349,0.5887192,0.45696363,0.735,0.526,0.546,0.84766996,0.513,0.478905,031s,63.82,100.0,283.0,,0.42,42.68,20.91,35.01,4.493,5.374,123.0,0.0,69.92,79.67,82.93,62.25,2.0,6.08,11.9,115.0,3.0,1.36,0.6,78.05,0.62,0.68,0.91,0.29,0.85,57.2,5.46,90.38,77.41,0.71,704.8,4.03,85.15,0.36,0.47,0.84,6.52,82.61,T1060s3
T1060s3TS317_3,0.21321,0.444721,0.346,0.326,0.474,0.44757,0.4658,0.3646,0.443486,0.3369723,0.603,0.409,0.364,0.661677,0.444,0.289974,317s,47.97,100.0,403.0,,-0.52,26.83,8.13,17.37,5.95,7.065,123.0,2.0,32.52,61.79,65.04,43.845,2.47,4.37,6.2,107.0,4.2,3.33,0.47,53.66,0.53,0.51,0.7,0.76,0.79,77.0,5.04,81.09,60.25,0.54,415.2,16.26,69.22,0.2,13.74,16.81,9.42,78.99,T1060s3
T1060s3TS140_5,0.54183,0.647067,0.616,0.580,0.695,0.77500,0.7128,0.7290,0.5984335,0.4753228,0.755,0.528,0.470,0.8581243,0.517,0.513279,140s,62.6,100.0,303.0,,0.34,42.07,24.49,35.96,4.449,5.256,123.0,7.0,70.73,78.86,82.11,63.68600000000001,2.03,6.08,11.8,113.0,3.0,2.51,0.62,78.05,0.63,0.69,0.93,0.29,0.85,49.0,5.46,90.71,77.55,0.71,693.9,4.65,86.19,0.38,24.71,1.68,2.17,92.75,T1060s3
T1060s3TS435_4,0.47688,0.572311,0.568,0.502,0.702,0.75070,0.6241,0.6145,0.5569619,0.4483027,0.706,0.487,0.445,0.84715784,0.512,0.446775,435s,64.43,100.0,264.0,,0.45,43.09,23.31,34.98,4.21,5.136,123.0,0.0,69.11,79.67,80.49,59.965,2.15,6.38,11.8,113.0,2.8,2.59,0.61,77.64,0.62,0.69,0.93,0.32,0.86,56.2,5.46,89.46,76.35,0.71,391.4,4.87,80.38,0.36,1.9,12.61,8.7,73.91,T1060s3
T1060s3TS337_4,0.15730,0.407584,0.173,0.263,0.437,0.47035,0.4653,0.4121,0.3941051,0.33885795,0.610,0.405,0.372,,0.42,,337s,44.72,100.0,419.0,,-0.71,25.41,9.52,16.4,7.2010000000000005,8.015,123.0,0.0,2.44,47.15,53.66,38.119,2.5,3.57,4.0,93.0,4.1,3.69,0.45,52.44,0.49,0.49,0.73,0.74,0.76,61.5,4.89,75.44,57.88,0.51,294.7,14.23,85.45,0.19,103.79,5.88,5.8,86.96,T1060s3
T1061TS075_1,0.45429,0.415669,0.563,0.482,0.415,0.17745,0.4037,0.4831,0.3553329,0.23790634,0.634,0.478,0.476,0.3580664,0.484,0.921460,075s,16.83,100.0,327.0,-0.36,-0.41,10.44,5.92,8.16,40.596,40.802,881.0,10.0,17.37,22.7,25.31,16.62,2.24,2.94,12.8,256.0,20.0,3.17,0.39,44.89,0.5,0.49,0.39,1.18,0.52,59.4,6.81,61.29,61.35,0.32,1343.6,248.47,76.16,0.26,121.79,0.12,4.22,87.01,T1061
T1061TS367_5,0.43525,0.480839,0.527,0.512,0.370,0.20479,0.4647,0.5161,0.3950307,0.25470427,0.628,0.483,0.481,0.37007254,0.482,0.903491,367s,23.38,100.0,233.0,,0.21,12.88,7.32,10.51,29.126,29.467,881.0,77.0,21.23,32.58,34.51,21.715,2.41,4.1,18.7,468.0,16.4,2.83,0.41,50.74,0.53,0.53,0.54,0.79,0.66,65.8,6.81,66.8,64.41,0.45,3931.6,136.55,,0.3,50.93,0.84,7.18,85.64,T1061
T1061TS278_1,0.20564,0.325148,0.219,0.233,0.360,0.09389,0.2482,0.3242,0.2759752,0.19395933,0.620,0.491,0.489,0.20495528,0.472,0.657985,278s,10.22,100.0,422.0,-0.98,-1.04,6.33,2.28,4.01,35.301,35.59900000000001,881.0,3.0,9.42,12.94,14.3,9.129,2.41,0.53,10.4,189.0,12.5,1.16,0.25,20.49,0.43,0.26,0.19,2.02,0.51,57.7,5.86,45.65,42.12,0.2,902.3,370.79,60.08,0.15,1.53,0.0,0.11,96.09,T1061
T1061TS222_2,0.47324,0.49196,0.528,0.523,0.328,0.20939,0.4669,0.5636,0.417322,0.27144662,0.633,0.496,0.492,0.35944784,0.491,0.892811,222s,23.67,100.0,224.0,,0.24,12.97,7.04,10.47,27.204,27.376,881.0,79.0,21.34,32.12,35.19,22.603,2.35,4.58,12.8,529.0,18.5,2.63,0.42,51.25,0.54,0.53,0.63,0.78,0.65,65.1,6.47,68.79,64.53,0.45,4257.2,76.64,,0.29,43.84,0.96,4.33,91.24,T1061
T1061TS364_2,0.38212,0.449746,0.408,0.410,0.455,0.17402,0.3100,0.3441,0.400976,0.23861775,0.544,0.400,0.406,0.35594785,0.421,0.782268,364s,21.96,100.0,258.0,,0.08,12.29,6.17,10.15,26.166,26.273000000000003,881.0,41.0,20.43,28.94,31.9,20.521,2.28,3.84,9.3,378.0,15.8,3.98,0.37,40.47,0.46,0.42,0.38,1.13,0.54,59.5,6.35,63.25,56.5,0.41,2812.1,116.27,85.34,0.22,162.99,3.72,18.27,65.36,T1061
T1061TS460_4,0.22653,0.349245,0.316,0.270,0.326,0.12617,0.2853,0.3033,0.3048343,0.19543026,0.446,0.370,0.376,0.28204614,0.406,0.685086,460s,11.95,100.0,390.0,,-0.87,7.66,3.38,5.55,35.962,36.297,881.0,8.0,10.56,13.85,17.71,11.488,2.33,0.94,9.2,189.0,4.4,3.82,0.27,34.9,0.44,0.37,0.31,1.35,0.58,51.6,6.11,57.56,52.1,0.25,1140.3,116.21,87.15,0.18,161.15,3.36,7.15,78.34,T1061
T1061TS222_3,0.45240,0.480242,0.526,0.518,0.356,0.20722,0.4569,0.5447,0.4050265,0.26242456,0.622,0.490,0.481,0.3689406,0.484,0.892271,222s,23.78,100.0,216.0,,0.25,12.8,6.53,10.11,22.929,23.245,881.0,68.0,20.66,32.12,35.53,22.32,2.4,4.29,21.3,511.0,10.5,2.8,0.43,50.91,0.53,0.53,0.58,0.74,0.69,63.9,6.23,69.83,64.23,0.47,4376.1,96.55,,0.29,46.83,0.96,6.97,85.32,T1061
T1061TS238_1,0.40699,0.430234,0.497,0.485,0.545,0.15431,0.3798,0.4768,0.3734326,0.2340852,0.670,0.505,0.499,0.34359664,0.491,0.886121,238s,14.56,100.0,366.0,-0.57,-0.63,8.06,4.19,5.94,38.678,38.926,881.0,4.0,11.01,14.87,19.52,11.704,2.33,1.56,10.9,208.0,15.9,2.81,0.39,40.18,0.5,0.45,0.47,1.22,0.59,61.5,5.99,61.56,59.35,0.33,781.4,153.23,,0.25,51.23,0.6,3.91,86.59,T1061
T1061TS460_3,0.26161,0.345089,0.318,0.225,0.313,0.12453,0.2867,0.3034,0.2947104,0.18869288,0.448,0.385,0.379,0.28554556,0.412,0.597024,460s,11.8,100.0,394.0,,-0.89,7.66,3.37,5.55,37.238,37.834,881.0,4.0,9.31,13.85,19.18,11.222,2.35,0.94,9.6,237.0,6.4,3.69,0.28,35.47,0.44,0.38,0.33,1.49,0.5,56.1,6.11,54.05,51.72,0.22,666.8,196.84,87.55,0.18,155.2,2.4,6.83,78.44,T1061
T1061TS070_3,0.21993,0.278315,0.265,0.148,0.235,0.11013,0.2335,0.3402,0.2252341,0.17216729,0.578,0.433,0.451,0.27508467,0.467,0.434777,070s,11.55,100.0,401.0,,-0.91,6.84,2.62,4.12,39.304,39.808,881.0,0.0,7.72,13.51,24.74,15.734000000000002,2.42,2.86,9.1,166.0,7.4,1.27,0.26,18.9,0.43,0.23,0.2,1.93,0.51,48.5,5.99,37.32,40.61,0.23,2651.3,431.3,49.67,0.13,0.67,0.36,1.48,89.86,T1061
T1061TS367_1,0.43159,0.491629,0.537,0.511,0.418,0.20944,0.4857,0.5415,0.4249326,0.276836,0.636,0.485,0.482,0.36200115,0.485,0.906684,367s,23.78,100.0,216.0,0.28,0.25,13.25,7.42,10.71,35.78800000000001,35.791,881.0,52.0,21.45,32.35,34.28,22.807,2.3,4.41,18.7,502.0,22.0,2.72,0.43,50.34,0.53,0.52,0.41,0.79,0.66,62.3,6.11,65.8,64.5,0.45,4179.9,122.3,,0.29,44.37,0.72,5.17,88.28,T1061
T1061TS070_2,0.46241,0.454701,0.515,0.428,0.381,0.19400,0.3821,0.4453,0.3671184,0.22744879,0.516,0.484,0.486,0.3634915,0.492,0.891346,070s,25.51,100.0,191.0,,0.42,16.6,8.75,13.19,37.149,37.466,881.0,0.0,24.63,33.03,34.17,24.123,2.19,4.6,19.0,429.0,12.9,1.48,0.43,40.58,0.52,0.5,0.54,1.04,0.74,53.4,6.58,62.01,62.98,0.43,3895.0,231.19,56.35,0.26,1.4,0.72,3.06,87.43,T1061
T1061TS252_2,0.46309,0.426544,0.554,0.470,0.432,0.18610,0.4276,0.4895,0.367105,0.22941442,0.617,0.473,0.464,0.36556545,0.471,0.911140,252s,19.66,100.0,286.0,,-0.14,12.6,7.01,10.46,42.557,42.679,881.0,3.0,21.57,27.24,28.94,20.715,2.2,3.51,14.9,234.0,6.7,3.55,0.43,47.9,0.51,0.52,0.47,1.02,0.58,62.1,7.13,62.99,62.95,0.34,1220.8,245.05,72.38,0.27,110.61,3.84,4.33,88.07,T1061
T1061TS351_5,0.45098,0.413105,0.453,0.482,0.368,,0.3657,0.4676,0.3432637,0.22669819,0.644,0.498,0.483,0.34945816,0.485,0.883610,351s,15.04,100.0,355.0,,-0.58,8.83,4.0,6.1,37.863,38.405,881.0,1.0,13.62,18.27,20.77,13.896,2.45,1.72,10.5,253.0,5.1,2.73,0.39,42.17,0.5,0.47,0.38,1.23,0.52,61.2,5.73,58.72,58.55,0.31,1857.3,320.58,,0.25,50.3,0.36,3.59,89.65,T1061
T1061TS326_5,0.46457,0.509806,0.539,0.507,0.344,0.23528,0.5121,0.5727,0.411356,0.26526004,0.636,0.500,0.493,0.37722564,0.494,0.878771,326s,30.28,100.0,108.0,,0.87,18.5,10.47,14.49,31.17,31.225,881.0,99.0,29.17,39.95,42.0,28.542,2.18,5.98,25.9,491.0,7.8,2.68,0.44,55.96,0.55,0.56,0.53,0.71,0.67,63.7,7.54,69.06,67.21,0.53,4769.2,141.92,,0.32,45.34,0.6,4.86,90.18,T1061
T1061TS377_4,0.49261,0.513515,0.596,0.525,0.441,0.19713,0.4977,0.6003,0.4044631,0.26460657,0.635,0.498,0.501,0.37361157,0.496,0.921093,377s,23.07,100.0,242.0,,0.18,13.11,7.82,10.47,37.304,37.835,881.0,53.0,19.75,30.19,32.8,22.048,2.27,4.25,18.2,435.0,26.6,2.95,0.4,50.74,0.54,0.53,0.49,0.88,0.61,67.9,6.81,66.81,65.57,0.42,3545.2,137.35,70.47,0.31,50.09,2.16,3.09,90.95,T1061
T1061TS278_2,0.18028,0.34338,0.229,0.254,0.361,0.09384,0.2669,0.3787,0.2804243,0.1946204,0.633,0.500,0.495,0.21148907,0.476,0.710559,278s,10.64,100.0,419.0,,-1.0,6.95,2.77,5.09,35.251,35.475,881.0,9.0,9.99,12.6,13.51,9.823,2.13,0.36,10.7,181.0,21.0,1.36,0.25,20.77,0.43,0.26,0.2,1.88,0.49,55.2,5.73,45.58,42.27,0.2,899.1,400.18,47.39,0.14,2.67,0.12,0.11,95.56,T1061
T1061TS042_5,0.46162,0.467809,0.496,0.445,0.405,0.22887,0.4321,0.5198,0.4181476,0.25436938,0.674,0.509,0.512,0.3755351,0.495,0.840308,042s,30.7,100.0,86.0,,0.91,19.32,12.01,16.61,23.045,23.163,881.0,2.0,32.12,41.09,43.13,29.449,2.07,6.39,19.8,513.0,12.9,1.28,0.48,52.21,0.54,0.55,0.69,0.68,0.69,58.8,7.13,70.26,65.64,0.52,4764.9,45.04,70.9,0.32,0.4,0.96,2.75,86.38,T1061
T1061TS252_3,0.47667,0.454848,0.562,0.454,0.531,0.18752,0.3976,0.4735,0.378016,0.22731996,0.620,0.481,0.470,0.3712858,0.482,0.880722,252s,20.15,100.0,277.0,,-0.09,12.88,7.49,10.93,35.206,35.902,881.0,1.0,21.57,27.24,29.06,20.583,2.21,3.53,15.8,243.0,8.9,3.35,0.43,46.65,0.52,0.52,0.44,1.02,0.54,62.2,7.02,63.5,63.0,0.34,1245.5,270.41,73.18,0.27,93.6,2.64,5.17,88.38,T1061
T1061TS451_3,0.50309,0.484789,0.527,0.436,0.341,0.22904,0.4043,0.5066,0.4038212,0.2372804,0.655,0.486,0.495,0.37829018,0.494,0.881599,451s,28.77,100.0,149.0,,0.73,18.53,11.5,16.11,34.576,34.689,881.0,0.0,30.19,39.39,40.07,28.141,2.14,6.17,20.8,465.0,23.1,1.84,0.44,41.94,0.54,0.52,0.61,1.04,0.76,61.9,7.13,64.13,63.61,0.47,4276.2,142.71,52.77,0.3,5.34,0.36,2.85,89.76,T1061
T1061TS226_3,0.50350,0.455561,0.489,0.468,0.495,0.23717,0.4004,0.4971,0.3691817,0.22431803,0.634,0.496,0.490,0.38786077,0.491,0.887624,226s,31.95,100.0,59.0,,1.03,20.29,11.89,17.37,38.164,38.652,881.0,7.0,33.6,42.68,44.49,30.154,2.16,6.77,22.7,495.0,5.7,1.31,0.47,51.36,0.54,0.55,0.43,0.93,0.8,61.5,7.44,66.75,66.38,0.51,4941.2,528.42,61.94,0.31,0.53,0.72,3.7,86.59,T1061
T1061TS187_5,0.45711,0.42221,0.536,0.479,0.291,0.13893,0.3982,0.4560,0.3723308,0.23014155,0.610,0.467,0.471,0.35157022,0.475,0.881559,187s,13.03,100.0,384.0,,-0.77,8.82,3.94,5.98,44.70399999999999,44.74,881.0,9.0,12.15,14.98,17.03,13.38,1.88,1.06,15.3,223.0,11.8,3.17,0.4,46.08,0.51,0.5,0.43,1.15,0.53,57.7,5.46,60.19,62.92,0.26,1190.6,193.67,74.7,0.26,108.86,0.12,5.28,84.69,T1061
T1061TS187_3,0.49556,0.437243,0.556,0.466,0.443,0.18892,0.4303,0.4891,0.3914192,0.23440897,0.615,0.467,0.453,0.3573538,0.477,0.904187,187s,19.84,100.0,284.0,,-0.12,12.63,6.87,10.83,32.78,33.053000000000004,881.0,16.0,21.68,26.56,28.49,20.264,2.18,3.39,15.1,266.0,7.5,3.11,0.41,48.24,0.51,0.5,0.39,0.96,0.59,63.1,7.13,64.43,62.49,0.35,1275.9,163.64,72.16,0.26,112.97,0.24,4.33,88.17,T1061
T1061TS075_5,0.42120,0.399531,0.510,0.409,0.360,0.17939,0.4093,0.4775,0.3517766,0.22513445,0.602,0.447,0.450,0.34925035,0.467,0.878245,075s,17.2,100.0,317.0,,-0.37,10.53,5.94,8.43,34.714,35.068000000000005,881.0,5.0,17.14,24.18,26.79,17.025,2.29,3.08,14.6,199.0,8.5,3.11,0.39,41.6,0.49,0.48,0.47,1.17,0.51,62.6,6.92,62.23,59.98,0.31,2362.4,222.43,75.7,0.25,106.11,0.12,5.81,87.12,T1061
T1061TS351_1,0.40699,0.430234,0.497,0.485,0.545,0.15431,0.3815,0.4714,0.3734326,0.2340852,0.670,0.505,0.499,0.34359664,0.491,0.886121,351s,14.56,100.0,366.0,-0.57,-0.63,8.06,4.19,5.94,38.678,38.926,881.0,4.0,11.01,14.87,19.52,11.704,2.33,1.56,10.9,208.0,15.9,2.81,0.39,40.18,0.5,0.45,0.47,1.22,0.59,61.5,5.99,61.56,59.35,0.33,781.4,153.23,,0.25,51.23,0.6,3.91,86.59,T1061
T1061TS209_2,0.40854,0.563289,0.554,0.432,0.387,0.21140,0.4030,0.4583,0.5203408,0.26493064,0.671,0.498,0.484,0.34274417,0.49,0.832918,209s,26.45,100.0,181.0,,0.51,15.49,8.55,12.85,26.66,26.895,881.0,3.0,26.22,36.66,38.37,24.617,2.34,5.44,12.9,476.0,15.4,1.9,0.42,47.39,0.51,0.46,0.24,1.31,0.66,59.2,7.34,61.71,60.13,0.48,4029.8,117.62,81.94,0.27,7.21,0.12,1.06,91.55,T1061
T1061TS435_5,0.33736,0.338613,0.371,0.222,0.174,0.20292,0.2882,0.3277,0.2810473,0.20053808,0.495,0.396,0.403,0.34244293,0.436,0.567239,435s,26.79,100.0,178.0,,0.54,15.27,7.89,12.47,24.577,24.715,881.0,0.0,25.77,35.98,37.57,24.133000000000006,2.31,5.13,20.7,495.0,8.1,3.53,0.37,35.81,0.46,0.42,0.54,1.09,0.66,46.3,7.13,57.11,52.83,0.51,4119.6,165.2,75.63,0.21,13.48,17.63,19.96,55.02,T1061
T1061TS319_1,0.46796,0.436427,0.574,0.456,0.307,0.18831,0.4448,0.4889,0.3834685,0.23847142,0.630,0.476,0.465,0.365206,0.48,0.899416,319s,19.44,100.0,289.0,-0.12,-0.16,12.32,6.22,10.11,36.155,36.177,881.0,8.0,19.75,27.13,31.1,20.432,2.28,3.65,14.5,253.0,5.1,3.35,0.43,47.22,0.52,0.52,0.46,1.07,0.5,63.1,7.13,63.18,62.98,0.37,1256.2,209.56,72.2,0.28,110.67,2.04,4.65,87.86,T1061
T1061TS031_3,0.48778,0.459524,0.495,0.473,0.506,0.23739,0.4620,0.5202,0.4171008,0.24340339,0.642,0.483,0.476,0.3771562,0.484,0.900869,031s,31.75,100.0,65.0,,1.01,19.84,11.27,17.11,24.218000000000004,24.216,881.0,5.0,33.94,43.93,46.2,31.065,2.18,7.1,15.5,527.0,13.1,1.85,0.46,51.19,0.53,0.53,0.65,0.74,0.71,65.9,7.24,70.08,66.04,0.53,4969.5,68.17,55.2,0.3,3.07,1.44,4.33,86.27,T1061
T1061TS324_4,0.45535,0.454442,0.443,0.473,0.298,0.15763,0.3897,0.4915,0.3953475,0.23280987,0.652,0.505,0.498,0.35637298,0.49,0.897329,324s,16.8,100.0,328.0,,-0.41,10.24,5.51,8.02,27.84,28.061,881.0,1.0,16.69,23.72,25.54,16.077,2.43,2.72,11.3,335.0,16.7,1.52,0.42,45.8,0.52,0.49,0.49,0.97,0.53,62.0,6.7,63.3,61.93,0.3,2130.3,141.64,69.66,0.27,1.53,0.96,3.48,86.8,T1061
T1061TS277_4,0.36311,0.49774,0.369,0.456,0.341,0.20468,0.3593,0.4316,0.4390565,0.28026718,0.614,0.446,0.454,0.34995475,0.458,0.793880,277s,23.98,100.0,213.0,,0.27,13.54,8.34,12.07,29.965,29.835,881.0,78.0,23.5,31.1,34.17,23.21,2.32,4.32,13.1,475.0,12.4,3.22,0.41,48.7,0.5,0.46,0.28,1.29,0.58,59.2,6.81,60.94,61.3,0.45,3570.0,105.08,,0.26,106.57,1.44,6.44,87.43,T1061
